X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,FACIL_NAME,FACILNAME_LABEL,FACIL_ADDRESS,ZIPCODE,FACIL_TELEPHONE,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.22329100013107,39.936814270280735,892,126515001,3798,1370,MITCHELL ELEMENTARY SCHOOL,S. Weir Mitchell School,5500 KINGSESSING AVE,19143,215-400-7880,,ELEMENTARYMIDDLE,'00-08',522,,DISTRICT
-75.135912550414687,39.974732104964382,893,126515001,3697,5370,"MOFFET, JOHN SCHOOL",John Moffet School,127 W OXFORD ST,19122,215-400-7390,,ELEMENTARY,'00-05',311,,DISTRICT
-75.076912000420648,40.049135000448537,894,126515001,3770,8310,"MOORE, J. HAMPTON SCHOOL",J. Hampton Moore School,6900 SUMMERDALE AVE,19111,215-400-3180,,ELEMENTARY,'00-05',1199,,DISTRICT
-75.178660000111776,39.975438999593635,895,126515001,4868,2390,"MORRIS, ROBERT SCHOOL",Robert Morris School,2600 W THOMPSON ST,19121,215-400-7320,,ELEMENTARYMIDDLE,'00-08',300,,DISTRICT
-75.129505634189528,40.029500987763711,896,126515001,3749,7390,"MORRISON, ANDREW J. SCHOOL",Andrew J. Morrison School,5100 N 3RD ST,19120,215-400-3780,,ELEMENTARYMIDDLE,'00-08',692,,DISTRICT
-75.226904023009411,39.923666228150346,897,126515001,6535,1380,"MORTON, THOMAS G. SCHOOL",Thomas G. Morton School,2501 S 63RD ST,19142,215-400-8160,,ELEMENTARY,'00-05',639,,DISTRICT
-75.241844220168531,39.9445319905671,898,126515001,7815,1190,MOTIVATION HIGH SCHOOL,Motivation High School,5900 BALTIMORE AVE,19143,215-400-7930,,HIGH,'09-12',412,,DISTRICT
-75.135552340343779,40.001159884578314,899,126515001,7522,5680,"MUNOZ-MARIN, HON LUIS SCHOOL",Honorable Luis Munoz-Marin School,3300 N 3RD ST,19140,215-400-3920,,ELEMENTARYMIDDLE,'00-08',607,,DISTRICT
-75.215814793441382,39.964435948241473,900,126515001,7022,1580,MYA-MIDDLE YEARS ALTERNATIVE,Middle Years Alternative School,4725 FAIRMOUNT AVE,19139,215-400-7720,,MIDDLE,'05-08',276,,DISTRICT
-75.153830000111384,39.936694000247478,901,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",George W. Nebinger School,601 CARPENTER ST,19147,215-400-8110,,ELEMENTARYMIDDLE,'00-08',376,,DISTRICT
-75.071183549619633,40.055644089913621,902,126515001,3855,8020,NORTHEAST HIGH SCHOOL,Northeast High School,1601 COTTMAN AVE,19111,215-400-3200,,HIGH,'09-12',3366,,DISTRICT
-75.12087263396829,40.031101260171262,903,126515001,3750,7400,OLNEY ELEMENTARY SCHOOL,Olney School,5301 N WATER ST,19120,215-400-3790,,ELEMENTARYMIDDLE,'00-08',873,,DISTRICT
-75.254482769187049,39.974129573777269,904,126515001,6960,4480,OVERBROOK EDUCATIONAL CENTER,Overbrook Educational Center,6722 LANSDOWNE AVE,19151,215-400-7540,,ELEMENTARYMIDDLE,'00-08',259,,DISTRICT
-75.245846109323367,39.982258059580118,905,126515001,7472,4370,OVERBROOK ELEMENTARY SCHOOL,Overbrook School,2032 N 62ND ST,19151,215-400-7520,,ELEMENTARYMIDDLE,'00-08',242,,DISTRICT
-75.238556000222388,39.981028000136703,906,126515001,3857,4020,OVERBROOK HIGH SCHOOL,Overbrook High School,5898 LANCASTER AVE,19131,215-400-7300,,HIGH,'09-12',556,,DISTRICT
-75.160674769330441,39.968101409775834,907,126510004,7685,3335,PEOPLE FOR PEOPLE,People for People Charter School,800 N BROAD ST,19130,215-763-7060,,ELEMENTARYMIDDLEHIGH,'00-11',,,CHARTER
-75.21572624027749,39.961365650292947,908,,,2530,PHILA JUV JUSTICE SVCS CTR,Phila. Juv. Justice Services Ctr. School,91 N 48TH ST,19139,215-471-2275,,MIDDLEHIGH,'06-12',,,DISTRICT
-75.125996789640354,40.014255249442115,909,126515001,,8470,PHILA LEARNING ACADEMY-NORTH,Philadelphia Learning Academy North,4224 N FRONT ST,19140,215-400-9050,,HIGH,'08-12',,,DISTRICT
-75.210448922259431,39.969457749436252,910,126515001,8121,8460,PHILA LEARNING ACADEMY-SOUTH,Philadelphia Learning Academy South,4300 WESTMINSTER AVE,19104,215-400-9080,,HIGH,'09-12',,,DISTRICT
-75.126364270000124,40.015203576226469,911,,,3200,PHILA LEARNING ACAD-NORTH EOP,PLA North - Hunting Park EOP,4224 N FRONT ST,19140,215-400-9050,,HIGH,'09-12',,,DISTRICT
-75.21046305268419,39.969531733948443,912,,,3800,PHILA LEARNING ACAD-SOUTH EOP,PLA South EOP,4300 WESTMINSTER AVE,19104,215-400-9080,,HIGH,'09-12',,,DISTRICT
-75.171508554606532,39.917825753985944,913,126513400,7647,3336,PHILA PERFORMING ARTS-BROAD ST,Philadelphia Performing Arts: A String Theory Charter School,2600 S BROAD ST,19145,215-551-4000,,ELEMENTARYMIDDLEHIGH,'02-4',,,CHARTER
-75.010719239968793,40.10239058427571,914,126513280,7587,3322,PHILADELPHIA ACADEMY,Philadelphia Academy Charter School,11000 ROOSEVELT BLVD,19116,215-676-8320,,ELEMENTARYMIDDLEHIGH,'00-8',,,CHARTER
-75.086596413730376,40.024804055845188,915,126515691,,3422,PHILADELPHIA CHARTER FOR ARTS,The Philadelphia Charter School for Arts and Sciences,1197 HAWORTH ST,19124,215-537-2520,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.165110819550804,39.950607890269545,916,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,1420 CHESTNUT ST,19102,267-514-1823,,HIGH,'09-12',,,CHARTER
-75.24515327067742,39.916564369589182,917,126510016,7828,3378,PHILADELPHIA MONTESSORI,Philadelphia Montessori Charter School,2227 ISLAND AVE,19142,215-365-4011,,ELEMENTARY,'00-06',,,CHARTER
-75.158720999418222,39.972966000493003,918,,,3840,PHILADELPHIA OIC WORKFORCE ACADEMY,Philadelphia OIC Workforce Academy,1231 N BROAD ST,19122,215-236-7700,,HIGH,'09-12',,,CONTRACTED
-75.186656859590983,39.928453550373249,919,126512960,7540,3313,PREPARATORY CHARTER SCHOOL,"Preparatory Charter School of Mathematics, Science, Technology and Careers",1928 POINT BREEZE AVE,19145,215-334-6144,,HIGH,'09-12',,,CHARTER
-75.162644049543914,39.961021589462945,920,,,8900,RE-ENGAGEMENT CENTER,Re-Engagement Center,440 N BROAD ST,19130,215-400-6700,,HIGH,'09-12',,,DISTRICT
-75.218648013235978,39.928301247181906,921,126510008,7684,3359,RICHARD ALLEN PREP,Richard Allen Preparatory Charter School,2601 S 58TH ST,19143,215-878-1544,,MIDDLE,'05-08',,,CHARTER
-75.171550639418683,39.955949219512149,922,126510001,7677,3360,RUSSELL BYERS CHARTER SCHOOL,Russell Byers Charter School,1911 ARCH ST,19103,215-972-1700,,ELEMENTARYMIDDLE,'00-07',,,CHARTER
-75.128641000626516,39.98708200027324,923,114514135,8083,3399,SANKOFA FREEDOM ACADEMY,Sankofa Freedom Academy Charter School,2501 KENSINGTON AVE,19125,215-288-2001,,ELEMENTARYMIDDLEHIGH,'00-12',,,CHARTER
-75.169106500688954,39.923898700521157,924,126515001,,3880,SOUTH PHILA HIGH SCHOOL EOP,South Philadelphia High School EOP,2101 S BROAD ST,19148,215-400-8400,,HIGH,'09-12',,,DISTRICT
-75.242600000076536,39.918098999539374,925,108515107,7960,3392,SOUTHWEST LEADERSHIP ACADEMY,Southwest Leadership Academy Charter School,7101 PASCHALL AVE,19142,215-729-1939,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.065983530148173,40.066842219651178,926,192518422,8126,3404,TACONY ACADEMY CHARTER SCHOOL,Tacony Academy Charter School,1330 RHAWN ST,19111,215-742-5100,,ELEMENTARYMIDDLEHIGH,'00-08',,,CHARTER
-75.155669000040916,39.986869000552019,927,126511530,,3441,TECH FREIRE CHARTER SCHOOL,TECH Freire Charter School,2221 N BROAD ST,19132,267-507-1111,,HIGH,'09-11',,,CHARTER
-75.197671839422981,39.935177224614939,928,126512674,3617,3424,UNIVERSAL ALCORN CHARTER,Universal Charter School at Alcorn,3200 DICKINSON ST,19146,215-952-6219,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.198590000605364,39.933736999621296,929,126519434,8195,3417,UNIVERSAL AUDENRIED CHARTER,Universal Charter School at Audenried,3301 TASKER ST,19145,215-952-4801,,HIGH,'09-12',,,CHARTER
-75.236020000369251,39.973739000260046,930,168513758,8145,3410,UNIVERSAL CHARTER @ BLUFORD,Universal Charter School at Bluford,5720 MEDIA ST,19131,215-581-5502,,ELEMENTARY,'00-06',,,CHARTER
-75.232833287435383,39.965336030731798,931,103519376,8146,3411,UNIVERSAL CHARTER @ DAROFF,Universal Charter School at Daroff,5630 VINE ST,19139,215-471-2905,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.105172192956644,40.034372078162818,932,126517442,8251,3421,UNIVERSAL CREIGHTON CHARTER,Universal Charter School at Creighton,5401 TABOR AVE,19120,215-537-2531,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.167939999985492,39.940931000148403,933,126513210,7580,3326,UNIVERSAL INSTITUTE,Universal Institute Charter School,800 S 15TH ST,19146,215-732-2876,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.185706999769124,39.925836999616436,934,126513415,8196,3418,UNIVERSAL VARE CHARTER SCHOOL,Universal Charter School at Vare,2100 S 24TH ST,19145,215-952-8611,,MIDDLE,'05-08',,,CHARTER
-75.14487600001074,40.032189999910351,935,,,3170,VISIONQUEST NATIONAL LTD.,VisionQuest,5201 OLD YORK RD,19141,215-621-8975,,MIDDLEHIGH,'06-12',,,CONTRACTED
-75.163413408632707,40.059512002757835,936,126513020,7548,3314,WEST OAK LANE CHARTER SCHOOL,West Oak Lane Charter School,7115 STENTON AVE,19138,215-927-7995,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.254111000034158,39.970666999745291,937,126510006,7722,3357,WEST PHILA ACHIEVEMENT,West Philadelphia Achievement Charter School,6701 CALLOWHILL ST,19151,215-476-6471,,ELEMENTARY,'00-05',,,CHARTER
-75.172594732258304,40.015632888510474,938,126510007,7724,3362,WISSAHICKON CHARTER SCHOOL,Wissahickon Charter School,4700 WISSAHICKON AVE,19144,267-338-1020,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.158632869796634,39.972906490321407,939,,,8450,YES PHILLY,YES Philly,1231 N BROAD ST,19122,215-769-0340,,HIGH,'09-12',,,CONTRACTED
-75.148178293647376,39.96769923679323,940,126513250,7584,3329,YOUNG SCHOLARS CHARTER SCHOOL,Young Scholars Charter School,900 N MARSHALL ST,19123,215-232-9727,,MIDDLE,'06-08',,,CHARTER
-75.158632869796634,39.972906490321407,941,126512870,7513,3304,YOUTHBUILD PHILA. CHARTER,YouthBuild Philadelphia Charter School,1231 N BROAD ST - 3RD FLR,19122,215-627-8671,,HIGH,'12-12',,,CHARTER
-75.170245181707926,39.920237230987617,942,,,,Philadelphia Performing Arts,Philadelphia Performing Arts,2407 S BROAD ST,19148,215-278-2460,,Elementary,'00-01',,Charter,Charter
-75.237914224116082,39.961315560112958,943,226510039,,,63rd St Multicultural Academy of Academic Excellence,63rd St Multicultural Academy of Academic Excellence,5828 Market St,19131,(215) 240-6721,,Elem/Mid/High,Pre K-12,,Private,Private
-75.21215019976384,40.026225347842953,944,326514508,,,CB Community Schools,CB Community Schools,4101 Freeland Ave,19128,215-779-7217,,,,,Private,Private
-75.089527672986392,40.008342926106842,945,226511072,,,Christ Independent Baptist Academy,Christ Independent Baptist Academy,1618 Womrath St,19124,215-288-5667,,,,,Private,Private
-75.176339097194841,39.971573313443251,946,226517510,,,City School at Fairmount,City School at Fairmount,860 N 24th St,19130,215-769-5363,,,,,Private,Private
-75.12629332979391,40.01547618096393,947,326512995,,,Community Council Learning Academy,Community Council Learning Academy,4224 N Front St,19140,215-456-0168,,,,,Private,Private
-75.239504573098557,39.971315614681743,948,226513837,,,Creative Minds Christian Academy,Creative Minds Christian Academy,6000 W Thompson St,19151,215-473-4482,,,,,Private,Private
-75.175884423896264,39.958908365422658,949,226519494,,,Kumon Math and Reading Philadelphia,Kumon Math and Reading Philadelphia,238 N 22nd St,19103,215-564-6284,,,,,Private,Private
-75.027056384898671,40.078624240908511,950,226511879,,,Kumon of Philadelphia- Grant Ave,Kumon of Philadelphia- Grant Ave,2550 Grant Ave,19114,215-613-1002,,,,,Private,Private
-75.237935206666791,40.064394961809995,951,226515488,,,Mathnasium of Andorra,Mathnasium of Andorra,8500 Henry Ave,19128,267-437-2388,,,,,Private,Private
-75.119800485239551,39.982005161239869,952,326514352,,,NHS School St Annes,NHS School St Annes,2343 E Tucker St,19125,215-423-0390,,,,,Private,Private
-75.188802424465464,40.058268586640025,953,326516627,,,One on One Tutoring Service,One on One Tutoring Service,7047 Germantown Ave,19119,(215) 842-0400,,,,,Private,Private
-75.218879088843437,40.037011779617757,954,226514088,,,Roxborough Christian School,Roxborough Christian School,6301 Ridge Ave,19128,(215) 482-0293,,,,,Private,Private
-75.244234284878146,40.059133865773845,955,326518538,,,Schuylkill Center for Environmental Education,Schuylkill Center for Environmental Education,8480 Hagys Mill Rd,19128,(215) 482-7300,,,,,Private,Private
-75.21982057707649,40.025070587897865,956,326510179,,,YALE School of Philadelphia,YALE School of Philadelphia,135 Rector St,19127,(609) 654-7222,,,,,Private,Private
-75.069085999493851,40.052367000050992,957,126515001,7253,8120,"WILSON, WOODROW MIDDLE SCHOOL",Woodrow Wilson School,1800 COTTMAN AVE,19111,215-400-3190,,MIDDLE,'06-08',1353,,DISTRICT
-75.177496522662423,39.990271221044217,958,126515001,,4470,"WRIGHT, RICHARD R. SCHOOL",Richard R. Wright School,2700 W DAUPHIN ST,19132,215-400-7030,,ELEMENTARY,'00-05',347,,DISTRICT
-75.075371174327302,40.030112192689018,959,126515001,7233,7460,"ZIEGLER, WILLIAM H. SCHOOL",William H. Ziegler School,5935 SAUL ST,19149,215-400-3260,,ELEMENTARYMIDDLE,'00-08',538,,DISTRICT
-75.247859999926121,39.984296000493671,960,126510015,7825,3379,AD PRIMA CHARTER SCHOOL,Ad Prima Charter School,1922 N 63RD ST,19151,267-403-2953,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.165452263214505,39.979794594130688,961,126512990,7543,3315,ALLIANCE FOR PROGRESS CHARTER,Alliance For Progress Charter School,1821 N CECIL B MOORE AVE,19121,215-232-4892,,ELEMENTARYMIDDLE,'00-3',,,CHARTER
-75.130853075871428,40.013121538645848,962,104510394,8031,3395,ANTONIA PANTOJA CHARTER SCHOOL,Antonia Pantoja Charter School,4101 N AMERICAN ST,19140,215-329-2733,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.152249000714392,39.948891999853288,963,126513190,7578,3317,ARCHITECTURE & DESIGN CHARTER,Architecture and Design Charter School,105 S 7TH ST,19106,215-351-2900,,HIGH,'09-12',,,CHARTER
-75.125644442055531,39.998729891783611,964,133513315,8149,3406,ASPIRA CHARTER @ STETSON,Aspira Charter School at Stetson,3200 B ST,19134,215-291-4720,,MIDDLE,'05-08',,,CHARTER
-75.123807999634636,40.028771999607997,965,126513452,8205,3414,ASPIRA OLNEY CHARTER HIGH,Aspira Charter School at Olney,100 W DUNCANNON AVE,19120,215-456-3014,,HIGH,'09-12',,,CHARTER
-75.204870929778579,39.966964840481261,966,126510010,7750,3368,BELMONT ELEMENTARY CHARTER,Belmont Charter School,4030 BROWN ST,19104,215-823-8208,,ELEMENTARYMIDDLE,'00-09',,,CHARTER
-75.233748509609683,39.951725580087384,967,185515523,7981,3388,BOYS LATIN OF PHILA CHARTER,Boys Latin of Philadelphia Charter School,5501 CEDAR AVE,19143,215-387-5149,,MIDDLEHIGH,'06-12',,,CHARTER
-75.177657999450091,39.978133999611188,968,,,2310,CAMELOT ACADEMY,Camelot Academy,1435 N 26TH ST,19121,215-684-5080,,MIDDLEHIGH,'06-12',,,CONTRACTED
-75.126608154383987,40.015239852378805,969,,8120,3820,CAMELOT ACADEMY EAST,Camelot Academy East,4224 N FRONT ST,19140,267-335-4764,,MIDDLEHIGH,'07-12',,,CONTRACTED
-75.158411634008047,39.938882497515699,970,126513160,7575,3306,CHRISTOPHER COLUMBUS CHARTER,Christopher Columbus Charter School,916 CHRISTIAN ST,19147,215-389-3732,,ELEMENTARYMIDDLE,'00-05',,,CHARTER
-75.106690610887313,40.004662849384253,971,126512840,7510,3301,COMMUNITY ACADEMY OF PHILA,Community Academy of Philadelphia Charter School,1100 E ERIE AVE,19124,215-533-6700,,ELEMENTARYMIDDLEHIGH,'00-12',,,CHARTER
-75.125996789640354,40.014255249442115,972,,,3190,CROSSROADS @ HUNTING PARK,Crossroads at Hunting Park,4224 N FRONT ST,19140,215-400-9060,,ELEMENTARY,,,,DISTRICT
-75.210523140467942,39.969404051186885,973,,,8690,CROSSROADS ACCELERATED ACADEMY,Crossroads Accelerated Academy,4300 WESTMINSTER AVE,19104,215-400-9070,,MIDDLE,'07-09',,,DISTRICT
-75.121929003438765,40.046670833337181,974,126513100,7564,3307,DE HOSTOS CHARTER SCHOOL,Eugenio Maria De Hostos Charter School,6301 N 2ND ST,19120,215-324-7012,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.214054561531569,39.977347980001703,975,126510011,7775,3372,DISCOVERY CHARTER SCHOOL,Discovery Charter School,4700 PARKSIDE AVE,19131,215-879-8182,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.169574649740099,39.984594370889049,976,126518547,8150,3412,DOUGLASS MASTERY CHARTER,Mastery Charter School at Douglass,2118 W NORRIS ST,19121,215-684-5063,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.183476000294831,40.012164999717925,977,177518712,8127,3397,EASTERN UNIVERSITY ACADEMY,Eastern University Academy Charter School,3300 HENRY AVE,19129,215-769-3131,,MIDDLEHIGH,'07-12',,,CHARTER
-75.134106459657829,39.984969679618928,978,,,3510,EL CENTRO DE ESTUDIANTES,El Centro de Estudiantes (Big Picture),126 W DAUPHIN ST,19133,267-687-1172,,HIGH,'09-12',,,CONTRACTED
-75.132650465480026,40.014939500986138,979,126513440,7665,3333,ESPERANZA ACADEMY CHARTER,Esperanza Academy Charter School,301 W HUNTING PARK AVE,19140,215-457-3667,,ELEMENTARYMIDDLEHIGH,"'01, 06-12'",,,CHARTER
-75.177657999450091,39.978133999611188,980,,,8080,EXCEL ACADEMY NORTH,Excel Academy North,1435 N 26TH ST,19121,215-684-5080,,HIGH,'09-12',,,CONTRACTED
-75.1025194403922,40.026081430311422,981,,,3290,EXCEL ACADEMY SOUTH,Excel Academy South,4641 ROOSEVELT BLVD,19124,215-904-6254,,HIGH,'09-12',,,CONTRACTED
-75.210579633832708,39.969492135783049,982,,,3040,EXCEL MIDDLE YEARS ACADEMY,Excel Middle Years Academy,4300 WESTMINSTER AVE,19104,N/A,,MIDDLE,'06-08',,,CONTRACTED
-75.082406190110717,40.007199909614869,983,100510000,7744,3364,FIRST PHILADELPHIA CHARTER,First Philadelphia Preparatory Charter School,4300 TACONY ST,19124,215-743-3100,,ELEMENTARYMIDDLEHIGH,'00-12',,,CHARTER
-75.156122560022482,39.958983687266603,984,126510021,7857,3384,FOLK ARTS CULTURAL TREASURES,Folk Arts-Cultural Treasures Charter School,1023 CALLOWHILL ST,19123,215-569-2600,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.161639999399156,39.963529999860292,985,126515001,,3210,FRANKLIN HIGH SCHOOL EOP,Ben Franklin High School EOP,550 N BROAD ST,19130,215-400-7600,,HIGH,'09-12',,,DISTRICT
-75.06661100062739,40.00733700026472,986,126513450,7666,3331,FRANKLIN TOWNE CHARTER SCHOOL,Franklin Towne Charter High School,5301 TACONY ST,19137,215-289-5000,,HIGH,'09-12',,,CHARTER
-75.074724339315821,39.99551599039097,987,147513703,8123,3403,FRANKLIN TOWNE ELEMENTARY,Franklin Towne Charter Elementary School,4259 RICHMOND ST,19137,215-289-3389,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.174422589503223,39.952472889890373,988,126513270,7586,3318,FREIRE CHARTER SCHOOL,Freire Charter School,2027 CHESTNUT ST,19103,215-557-8555,,MIDDLEHIGH,'09-12',,,CHARTER
-75.226858330013684,39.953326909520037,989,126518004,,3428,G.L.A. CHARTER @ HUEY,Global Leadership Academy at Huey,5200 PINE ST,19143,215-471-2978,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.166270460266944,39.962901699913466,990,,,8100,GATEWAY TO COLLEGE,Gateway to College - Community College of Philadelphia,1700 SPRING GARDEN ST RM M1-24,19130,215-751-8540,,HIGH,'09-12',,,CONTRACTED
-75.215435200479405,39.973359529888377,991,126513380,7639,3337,GLOBAL LEADERSHIP ACADEMY,Global Leadership Academy Charter School,4601 W GIRARD AVE,19131,267-295-5700,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.233996519426356,40.043094077111121,992,126510005,7748,3365,GREEN WOODS CHARTER SCHOOL,Green Woods Charter School,468 DOMINO LANE,19128,215-482-6337,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.252265521172248,39.973207434909142,993,126512850,7511,3302,HARAMBEE INSTITUTE OF SCIENCE,Harambee Institute of Science and Technology Charter School,640 N 66TH ST,19151,215-472-8770,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.226446999738073,39.94156200023474,994,126513290,7588,3323,HARDY WILLIAMS ACADEMY CHARTER,Mastery Charter School at Hardy Williams,5400 WARRINGTON AVE,19143,215-724-2343,,ELEMENTARYMIDDLEHIGH,'00-12',,,CHARTER
-75.154716999590164,40.049427000452631,995,126512980,7542,3309,IMHOTEP CHARTER SCHOOL,Imhotep Institute Charter High School,6201 N 21ST ST,19138,215-438-4140,,HIGH,'09-12',,,CHARTER
-75.169005620850612,39.944938877730557,996,126513510,7683,3341,INDEPENDENCE CHARTER SCHOOL,Independence Charter School,1600 LOMBARD ST,19146,215-238-8000,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.225814760550634,39.937357269702581,997,126512039,,3442,INDEPENDENCE CHARTER WEST,Independence Charter School West,5600 CHESTER AVE,19143,215-724-5600,,ELEMENTARY,'00-04',,,CHARTER
-75.212176312123262,39.974994739212917,998,126513070,,3308,INQUIRY CHARTER SCHOOL,Inquiry Charter School,1301 BELMONT AVE,19104,215-823-5541,,ELEMENTARY,'00-04',,,CHARTER
-75.044036710550159,40.027482752960971,999,182514568,7979,3389,KEYSTONE ACADEMY CHARTER,Keystone Academy Charter School,4521 LONGSHORE AVE,19135,215-332-2111,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.145187529596129,40.001399979791756,1000,126510017,7826,3350,KHEPERA CHARTER SCHOOL,Khepera Charter School,926 W SEDGLEY AVE,19119,215-843-1700,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.221200173495404,39.979873313288117,1001,126514864,,3353,KIPP DUBOIS CHARTER SCHOOL,KIPP DuBois Charter School,5070 PARKSIDE AVE,19131,215-307-3465,,HIGH,'09-12',,,CHARTER
-75.158039000608355,39.992038000247398,1002,126510013,7776,3370,KIPP PHILADELPHIA CHARTER,KIPP Philadelphia Charter School,2539 N 16TH ST,19132,267-758-2630,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.241844220168531,39.9445319905671,1003,126515492,,3443,KIPP WEST PHILA CHARTER SCHOOL,KIPP West Philadelphia Charter School,5900 BALTIMORE AVE,19143,267-787-5700,,ELEMENTARY,'00-01',,,CHARTER
-75.241844220168531,39.9445319905671,1004,172510793,8124,3396,KIPP WEST PHILA PREP CHARTER,KIPP West Philadelphia Preparatory Charter School,5900 BALTIMORE AVE,19143,215-294-2973,,MIDDLE,'05-08',,,CHARTER
-75.143849459575009,39.963813369604871,1005,126513110,7565,3310,LAB SCH OF COMMUNICAT'N & LANG,Laboratory Charter School of Communication and Languages,800 NORTH ORIANNA ST,19123,215-574-1680,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.111841999608217,39.994204000053749,1006,,,3240,LIGUORI ACADEMY-FORTIS,Liguori Academy-Fortis,1952 E ALLEGHENY AVE,19134,N/A,,HIGH,'09-12',,,CONTRACTED
-75.138443684267415,40.029411840675905,1007,126519476,8206,3419,LINDLEY ACADEMY CHARTER @ BIRNEY,Lindley Academy Charter @ Birney,900 LINDLEY AVE,19141,215-456-3000,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.094146000090547,40.00575700007694,1008,126513480,7672,3332,MARIANA BRACETTI ACADEMY,Mariana Bracetti Academy Charter School,1840 TORRESDALE AVE,19124,215-291-4436,,ELEMENTARYMIDDLEHIGH,'00-12',,,CHARTER
-75.068004616038962,40.007845171465206,1009,126510014,7777,3366,MARITIME ACADEMY CHARTER,Maritime Academy Charter School (MACHS),2275 BRIDGE ST,19137,215-535-4555,,ELEMENTARYMIDDLEHIGH,'02-12',,,CHARTER
-75.097237999744962,40.048219999481539,1010,126513117,,3440,MAST COMMUNITY CHARTER II,MaST Community Charter School II,6238 RISING SUN AVE,19111,215-398-7960,,ELEMENTARY,'00-04',,,CHARTER
-75.158721471266674,40.01093222755172,1011,126519644,8259,3420,MASTERY CHARTER @ CLEVELAND,Mastery Charter School at Cleveland,3701 N 19TH ST,19140,215-227-5042,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.150643165886621,39.995794591002301,1012,126511748,8208,3415,MASTERY CHARTER @ CLYMER,Mastery Charter School at Clymer,1201 W RUSH ST,19133,215-223-2243,,ELEMENTARY,'00-06',,,CHARTER
-75.156093232643499,40.014210309992215,1013,126513734,8207,3416,MASTERY CHARTER @ GRATZ HIGH,Mastery Charter School at Gratz,1798 W HUNTING PARK AVE,19140,215-227-4408,,MIDDLEHIGH,'07-12',,,CHARTER
-75.23581355107946,39.948817219212081,1014,126516457,8153,3407,MASTERY CHARTER @ HARRITY,Mastery Charter School at Harrity,5601 CHRISTIAN ST,19143,215-471-2908,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.231292302613085,39.985607713182524,1015,126519433,8152,3408,MASTERY CHARTER @ MANN,Mastery Charter School at Mann,5376 W BERKS ST,19131,215-581-5516,,ELEMENTARY,'00-06',,,CHARTER
-75.161423999409848,40.048207999767421,1016,126518795,3721,3426,MASTERY CHARTER @ PASTORIUS,Mastery Charter School at Pastorius,5650 SPRAGUE ST,19138,215-951-5689,,ELEMENTARYMIDDLE,'00-08',,,CHARTER
-75.180708729801637,40.032136251394306,1017,151514721,7961,3393,MASTERY CHARTER @ PICKETT,Mastery Charter School at Pickett,5700 WAYNE AVE,19144,215-866-9000,,MIDDLEHIGH,'06-12',,,CHARTER
-75.073891999768136,40.019785999961137,1018,126517286,8151,3409,MASTERY CHARTER @ SMEDLEY,Mastery Charter School at Smedley,1790 BRIDGE ST,19124,215-537-2523,,ELEMENTARY,'00-06',,,CHARTER
-75.166726326986719,40.03320394531179,1019,126518118,3731,3427,MASTERY CHARTER @ WISTER,Mastery Charter School at Wister,67 E BRINGHURST ST,19144,215-951-4003,,ELEMENTARY,'00-05',,,CHARTER
-75.147014191908241,39.949526981411715,1020,126510002,7678,3361,MASTERY CHARTER-LENFEST CAMPUS,Mastery Charter School at Lenfest,35 S 4TH ST,19106,215-922-1902,,MIDDLEHIGH,'07-12',,,CHARTER
-75.228437000721826,39.97579899972034,1021,126510022,7909,3383,MASTERY CHARTER-SHOEMAKER,Mastery Charter School at Shoemaker,5301 MEDIA ST,19131,267-296-7111,,MIDDLEHIGH,'07-12',,,CHARTER
